"","s1","s2","s3","s4","wt1","wt2","wt3","wt4"
"Mdm2",11.5036143083481,11.5903163790701,11.684818563971,11.5937122981906,11.3746200023824,11.3352783222241,11.5538406195925,11.4251402414189
"Msx1",6.51600071587629,6.41336066127678,6.3346768117053,6.42912849664854,6.61296587092696,6.58456746289527,6.90753054043775,6.79292191600189
"Nfkb1",12.9949045991935,13.0452705663831,13.0470368750024,13.1313665198841,13.0800849849395,13.05277032683,12.9138405265348,12.9804159066767
"Nfkbia",13.9590834255691,13.9493372074138,13.9165013302167,13.7306694129717,14.4224253155162,14.3535189874027,14.2239097651706,14.2821175952066
"Nox4",6.2558296647289,6.44437535977537,6.20681726859709,6.36677586322957,6.16019899625585,6.58456746289527,7.02542523171908,6.68182925695513
"Npy",6.07631732975033,6.07984053694236,5.89610679115891,5.89610679115891,5.89610679115891,6.26658738970275,6.23938448354124,5.89610679115891
"Npy1r",6.07631732975033,5.89610679115891,5.89610679115891,5.89610679115891,5.89610679115891,6.15843500541619,6.33858625096439,5.89610679115891
"Oas1a",10.8508465163989,11.0363094945667,11.5529531719392,10.954660934729,10.9101188510379,11.3642162306604,11.5710837569639,11.7025370168078
"Oas1b",8.77340370691034,8.87774958179624,8.98258751961966,8.90094315934084,8.615542224277,8.60877608848858,9.02850679143811,9.02456993524358
"Oas1c",8.69628958004994,8.52630139087859,8.54681670542623,8.5776744155428,8.50579348622455,8.70958778529979,8.88555634369367,8.98918999122742
"Oas1d",5.89610679115891,5.89610679115891,5.89610679115891,5.89610679115891,5.89610679115891,6.08172843590002,5.89610679115891,5.89610679115891
"Oas1g",9.21015211715505,9.51054545344916,9.84165056147235,8.99830177728119,9.12936131948013,9.86069128535961,10.1377588186637,10.2812749837928
"Oas3",10.2763558049439,10.6400168137669,11.2441751206437,10.2050612830971,10.0638548715737,11.1657458750916,11.6694233743898,11.5227323517766
"Pdk1",11.4055412338433,11.1930367089169,11.2981593004689,11.3916309386829,11.5040669890738,11.3808767121686,11.2898494429962,11.2206349092727
"Pgr",6.07631732975033,5.89610679115891,5.89610679115891,5.89610679115891,5.89610679115891,5.89610679115891,5.89610679115891,6.29259245738118
"Phlda1",7.92572530198056,8.21788416315512,8.40020095140702,8.10950476207233,8.14292575220666,7.52132499863829,8.27512854484277,7.85589656077912
"Phlda2",5.89610679115891,5.89610679115891,5.89610679115891,5.89610679115891,5.89610679115891,6.08172843590002,5.89610679115891,5.89610679115891
"Pidd1",7.86560254943115,7.95986262724392,8.01047975373454,7.88023382524857,7.94108333885205,8.11424007226057,8.12500632320184,7.77808321469735
"Pmel",6.46270472136045,6.38027388117573,6.48806137898629,6.36677586322957,6.42211067877788,6.67469315187778,6.79201315689304,6.52010503393345
"Rapgefl1",6.7302512701309,6.52794758424598,6.58563830023267,6.6037366352087,6.21932774115948,6.87737503455885,6.51946249514938,6.85273172047054
"Rasl11b",8.15149622655893,8.28454003280747,8.19842691700343,8.45573321379926,9.56374717781129,8.91574826273876,8.47285938483361,8.51684668820054
"Relb",11.1896509017631,11.0704780414145,11.0545503779521,10.9278246519242,11.1679316401941,11.2312352154879,11.155522721102,11.4770556549896
"Ret",6.2558296647289,6.15577055029055,5.89610679115891,5.89610679115891,5.89610679115891,5.89610679115891,5.89610679115891,6.17690417974734
"Rnf43",7.28452508568442,6.89944202183736,6.60781081079663,6.94497143677624,6.21932774115948,6.47951560409418,6.33858625096439,6.60595104010473
"Sesn1",12.1860352667653,12.1390460093935,12.062944095411,12.2297535354053,12.4947902406224,12.3844435529945,12.4673229317464,12.5918915771988
"Skil",11.9235317000059,12.1599348306273,12.3224303368628,11.9521872501847,11.9572581520041,12.1798442055251,12.5868133649637,12.605054352145
"Slco4a1",7.9374172080315,7.57314058919501,7.80984694822394,7.66565353990557,7.03419504635362,6.80952253378531,7.33550365277588,6.94386162284078
"Smad7",12.1477896850123,12.1455293186481,11.7739822532809,12.2395998934039,12.2811140716784,12.1320888878296,11.698153714209,11.9790198529374
"Spata18",5.89610679115891,5.89610679115891,6.14996379420766,5.89610679115891,5.89610679115891,5.89610679115891,5.89610679115891,5.89610679115891
"Spred2",10.9273552123249,11.1127103351038,10.8036279264675,11.1964085510873,11.3903081955239,10.8993824785551,10.649546859337,10.1361170223188
"Spsb3",10.4689669819745,10.2975619505522,10.3873062570872,10.4361737895507,10.5230465335055,10.4943344050547,10.4198951029159,10.6705178545527
"Tec",8.52407233125883,8.07904096149174,8.80010885794981,8.04277223979453,7.81663173338412,7.9660338614202,8.31281833378067,7.64243318401507
"Tlr2",11.8735969319424,11.9058020845137,12.1200898299976,11.7825655655659,11.6943019575914,11.8524485647193,12.1261494820976,12.5633130726645
"Tnfaip2",12.3146732656099,12.5440144669385,12.9414775466895,11.9631245342804,11.6679175298869,12.688172073718,13.4572698310912,13.7733580711676
"Tnfaip3",11.2815432261727,11.06070462984,11.2843167957916,11.1783113313028,10.8534536280981,10.7681882747924,10.9753355096456,11.7648678842323
"Tpd52l1",6.15079783654019,5.89610679115891,6.29671962740455,6.14848526038729,6.16019899625585,6.08172843590002,6.17661147452358,5.89610679115891
"Tspan2",12.1451245150029,12.3806421778911,11.6541043537621,12.4759082621303,12.5600746519291,12.2251765126204,11.8404787718898,11.894906835918
"Tyr",6.15079783654019,6.15577055029055,5.89610679115891,6.42912849664854,6.51164362039391,6.53434528232888,5.89610679115891,6.09481697102669
"Wdr31",6.40353107099668,6.15577055029055,6.29671962740455,6.39895830608323,6.56436282932963,6.44994871067812,6.45450810088731,6.5500619239233
"Zbtb16",7.12125426153899,6.74612846644202,7.11745636290791,7.35928201085415,8.87890688229149,7.11898341255799,6.68102732844237,6.65745116341682
